index,file,bbox,class,size (cm)
5308,17_05_21-B11,"[2257.7644911020607, 1716, 1122.2355088979393, 427.97061844216023]",Scorpaena porcus,13.64191165
5309,17_05_21-B11,"[2574.5255118896002, 1765.0451626385377, 836.0182094062739, 960.9548373614623]",Serranus scriba,13.27420527
5310,17_05_21-B11,"[1664.107369514851, 2415.416135504451, 1419.9431287136902, 433.5838644955488]",Serranus scriba,16.01443561
5311,17_05_21-B21,"[690.9383545128053, 1347.3292105292626, 608.8319478733335, 1131.6707894707374]",Serranus scriba,14.29580646
5312,17_05_21-B21,"[989.760918908685, 2072.276870317921, 1096.0930077630785, 716.7870275347827]",Serranus scriba,14.00895488
5313,17_05_21-B21,"[1171.829052534538, 984.6652695330862, 468.74394654036814, 1222.1851366850087]",Serranus scriba,14.82364886
5314,17_05_21-B21,"[1071, 630.7261787492206, 404.87453737942906, 1270.365456501254]",Serranus scriba,14.84013418
5315,17_05_21-B21,"[1562.461793873367, 175.59722246416013, 471.8499450132065, 1144.993673908194]",Serranus scriba,13.68548843
5316,17_05_21-B21,"[2436, 1029.02564868021, 601, 339.4813537012237]",Scorpaena porcus,8.293757364
5317,17_05_21-B21,"[2182, 438.0622727537955, 1502.1993583278809, 461.9377272462045]",Symphodus tinca M,19.06080739
5318,17_05_21-B21,"[2582.91685061454, 780.6749313330598, 527.2481077764705, 1066.3944987698078]",Serranus scriba,14.52576393
5319,17_05_21-B21,"[2787.676087443593, 1786.1070210269365, 677.0774475122548, 1056.377375977853]",Serranus scriba,15.14121631
5320,17_05_21-B2,"[461.25293980055613, 511.1733720499243, 641.5697733138775, 1538.3364453065092]",Symphodus tinca H,20.18049242
5321,17_05_21-B2,"[1218.3538144001259, 1772.8621234246882, 1054.4339776903253, 628.1436127369836]",Symphodus tinca H,14.97102863
5322,17_05_21-B2,"[1108.6070742765514, 1074.7285085495803, 546.9933830633245, 1508.8927952929064]",Symphodus tinca H,19.47176942
5323,17_05_21-B2,"[1533.9409381104044, 1233.8052023914672, 1015.9951671732899, 732.7809173068918]",Pagrus pagrus,14.31723329
5324,17_05_21-B2,"[1090, 369.2385149230248, 943.69448234017, 979.6279964887607]",Symphodus tinca M,16.26805195
5325,17_05_21-B2,"[2682.891614000927, 1066.1368169084205, 674.3659309164832, 1598.8643231369554]",Symphodus tinca M,20.43998669
5326,17_05_21-B2,"[1636, 2134.294968063598, 1768, 486.70503193640207]",Symphodus tinca H,21.85286698
5327,17_05_21-B31,"[2336.8692348906284, 435.21307445571944, 446.1307651093716, 1868.7869255442806]",Pagellus erythrinus,23.3331818
5328,17_05_21-B12,"[606, 446.2338925444004, 1226.6114992771286, 2124.7661074555995]",Pagrus pagrus,24.3643951
5329,17_05_21-B12,"[1327, 404.8187027660833, 998.2109656874422, 2227.999999999997]",Pagrus pagrus,25.30582919
5330,17_05_21-B12,"[1949, 606.8032502153607, 652, 2046.1967497846395]",Pagrus pagrus,24.68970651
5331,17_05_21-B12,"[2437.329175056605, 542.9875251698153, 716.1556170515951, 1915.499989334127]",Pagrus pagrus,22.93892288
5332,17_05_21-B12,"[3081, 441.6543139870958, 626.6804264005382, 1871.4243971673711]",Pagrus pagrus,21.09166347
5333,17_05_21-B5,"[741.7813253687575, 21.72923434770837, 3126.690520675451, 2330.504075092312]",Sphyraena sphyraena,53.64189099
5334,17_05_21-B6,"[683, 31.711276814387247, 908.8255643210603, 1669.656048268047]",Serranus scriba,22.38741007
5335,17_05_21-B6,"[1024.0321164817187, 994, 992.3785799310886, 633.2669231773959]",Serranus scriba,15.25163417
5336,17_05_21-B6,"[793.7171858600225, 1212.751524539817, 1023.4947798016788, 688.5133229606051]",Serranus scriba,15.57834723
5337,17_05_21-B6,"[1845.2034326542355, 2161.91476868213, 638.4068473595019, 441.0852313178698]",Scorpaena porcus,10.11798607
5338,17_05_21-B6,"[2156.12361990656, 1756.0016139493139, 908.8963811001809, 905.7756491315138]",Serranus scriba,16.09693628
5339,17_05_21-B6,"[2463.1024476039183, 1345.2594310210095, 1020.8975523960817, 1208.7405689789905]",Scorpaena porcus,19.91186416
5340,17_05_21-B6,"[1784.8030553628566, 1343.3581594165605, 1026.338937166379, 554.1513899532717]",Serranus scriba,14.4100281
5341,17_05_21-B6,"[1892.510450889077, 471.15949317005686, 1317.7972155598866, 1248.2405743947224]",Scorpaena porcus,23.44495651
5342,17_05_21-B4,"[656, 1415, 1099.3354887971966, 1229.462630591448]",Symphodus tinca M,19.38165927
5343,17_05_21-B4,"[497.2898957682573, 666, 541.9999999999977, 1566.481158315185]",Symphodus tinca H,20.09184831
5344,17_05_21-B4,"[1646.2456882573815, 415.3822922223698, 1119.6829517327806, 916.4894436194652]",Symphodus tinca M,16.72139208
5345,17_05_21-B24,"[1809.618018459433, 746, 1862.7240648087889, 987]",Pagellus erythrinus,22.51910014
5346,17_05_21-B24,"[1372.936476840393, 1903.1936963742055, 1497.0524889240505, 622.8063036257945]",Diplodus anularis,17.78346684
5347,17_05_21-B15,"[860.9748887554954, 1975.9203411932242, 1237.0932772712652, 650.5745944596367]",Pagrus pagrus,17.27028479
5348,17_05_21-B15,"[1568.4667870392643, 1096.2692209285751, 1016.9524778588263, 807.8815650329236]",Diplodus anularis,15.46975709
5349,17_05_21-B15,"[2676.3983766768774, 1557.8256661259559, 579.0869811857074, 1046.1435109703646]",Diplodus anularis,13.9916653
5350,17_05_21-B15,"[3094.5732694748244, 1059.0696386012448, 276.4515701086257, 1131.8866172372034]",Diplodus anularis,14.36644845
5351,17_05_21-B15,"[2223.62060974356, 638, 1155.0282155585287, 468.37536481148754]",Diplodus anularis,15.18319826
5352,17_05_21-B16,"[2897, 762, 644.0569754635703, 895.4913525270958]",Sepia officinalis,10.15199105
5353,17_05_21-B16,"[2343, 926, 563.7215922383602, 814.8994403364625]",Sepia officinalis,9.119489614
5354,17_05_21-B16,"[1786, 258, 767.4761359903623, 627]",Sepia officinalis,8.538530331
5355,17_05_21-B16,"[1210, 489, 582.109387797992, 326.1584524061092]",Sepia officinalis,6.328453587
5356,17_05_21-B16,"[1005.4058038941052, 1478.4338640531182, 606.5941961058948, 810.5661359468818]",Sepia officinalis,8.8001712
5357,17_05_21-B16,"[1551, 1193, 650, 985]",Sepia officinalis,10.39703701
5358,17_05_21-B38,"[1267, 436.6910671916028, 505.5330501144174, 2014.3089328083972]",Pagellus acarne,22.84822589
5359,17_05_21-B38,"[1759, 627, 485.574935559554, 1870]",Pagellus acarne,21.90021763
5360,17_05_21-B38,"[2208.609967024819, 366.7285581001885, 1046.8507339903022, 1931.862426931964]",Pagellus acarne,23.98110442
5361,17_05_21-B38,"[3009.122818908199, 448.6102222878227, 572.6393669005824, 1923.3985995872067]",Pagellus acarne,23.03972169
5362,17_05_21-B23,"[1285.2393903216546, 598, 481.49125957498177, 1359.584045166676]",Serranus scriba,15.79122925
5363,17_05_21-B23,"[418, 365.51824700289086, 1530.239436268112, 673.4817529971092]",Serranus scriba,18.9631008
5364,17_05_21-B23,"[480, 744, 1066.2316951077669, 501.2283658492454]",Serranus scriba,12.24531771
5365,17_05_21-B23,"[514.7052528951882, 1260.2222499680577, 435.9391985340268, 1316.7777500319423]",Serranus scriba,14.91337279
5366,17_05_21-B23,"[837.8917898477574, 1117.709884451931, 481.8786307720817, 1314.8999710209127]",Serranus scriba,15.59205338
5367,17_05_21-B23,"[2125.6636110242853, 1796.0966046659441, 418.09619033742456, 1050.9033953340559]",Serranus scriba,13.36114806
5368,17_05_21-B23,"[2365.694509695294, 2174.381012715936, 1029.1257214563361, 661.2896532253108]",Serranus scriba,12.62005646
5369,17_05_21-B23,"[2138.965587303921, 1261.302247997061, 1089.9658875285058, 1274.3432159025533]",Serranus scriba,18.37320699
5370,17_05_21-B23,"[2844.695444931683, 670.0388942933814, 660.7826867510321, 1592.9611057066186]",Serranus scriba,18.87126807
5371,17_05_21-B23,"[1586.4508173483914, 387.67069207501066, 1346.462110813644, 1364.8290045651665]",Serranus scriba,20.87853926
5372,17_05_21-B29,"[1643.2117981927054, 347.59312386354793, 1598.7882018072946, 1351.096384041426]",Mullus barbatus,22.16427784
5373,17_05_21-B8,"[588.0972386500993, 380.95864184183046, 981.6158913798962, 2096.0413581581697]",Pagrus pagrus,25.33969387
5374,17_05_21-B8,"[1447, 492.5529383170175, 755.2148158907949, 2211.811599179666]",Pagrus pagrus,26.47389175
5375,17_05_21-B8,"[1851.908704575237, 768.4348147421318, 1121.091295424763, 2136.0970982228255]",Pagrus pagrus,28.16672982
5376,17_05_21-B8,"[2795.224744947344, 550.9050463367208, 820.7752550526561, 2202.262566273879]",Pagrus pagrus,28.29267957
5377,17_05_21-B17,"[525, 305.5552502417457, 717.307829551906, 807.3303218200513]",Diplodus anularis,13.46398119
5378,17_05_21-B17,"[891.4788699866076, 704.0488723675953, 1143.0159221167169, 334.4961712257491]",Diplodus anularis,14.25744427
5379,17_05_21-B17,"[439.3939715532974, 1497.2207843774024, 1167.6060284467026, 481.2575729200016]",Diplodus anularis,15.01815331
5380,17_05_21-B17,"[299.34582730508595, 1845, 1215.7161681051182, 421]",Diplodus anularis,15.19513779
5381,17_05_21-B17,"[1472.3886841941737, 1930.9013603057153, 903.2139256050853, 608.0986396942847]",Diplodus anularis,13.40744544
5382,17_05_21-B17,"[2230, 2082.5362105935683, 1068.419539928233, 420.4637894064317]",Diplodus anularis,13.69985572
5383,17_05_21-B17,"[2806.2113472703613, 310.2428814470879, 411.78865272963867, 1180.3457752508843]",Diplodus anularis,15.64632711
5384,17_05_21-B17,"[2256.894631718995, 216.31864175966052, 734.5986851616826, 1065.6215494629348]",Diplodus anularis,16.34925689
5385,17_05_21-B26,"[389.9318740148937, 303.81717938694425, 459.44024660082897, 1460.9167391913998]",Symphodus tinca M,17.24453275
5386,17_05_21-B26,"[635.6732883188364, 522.9392886315593, 627.9149458256251, 1988.3973284478127]",Symphodus tinca M,22.66030355
5387,17_05_21-B26,"[1078.303495871543, 590, 578.592871806502, 1903]",Symphodus tinca H,21.49605455
5388,17_05_21-B26,"[1881.1418638382374, 1, 690.5831114890316, 2279]",Symphodus tinca M,25.92294354
5389,17_05_21-B18,"[454, 412.1133696371137, 789.5528990148946, 2228.1797523335335]",Symphodus tinca M,29.0015647
5390,17_05_21-B18,"[1007.5177609078218, 458.1574188455407, 572.8620842186102, 1933.448635070993]",Symphodus tinca M,24.73811855
5391,13_04_21-B.20,"[612.1473432095135, 180.51489708964326, 3114.763535819854, 917.0645253546261]",Sphyraena sphyraena,49.63813404
5392,13_04_21-B.20,"[598.1965251063563, 1059.3915435637189, 3158.5706819229767, 880.5178402263398]",Sphyraena sphyraena,47.85657441
5393,13_04_21-B.20,"[1.9027814400510579, 1475.06258526756, 3294.0, 723.6754505410761]",Sphyraena sphyraena,47.75860012
5394,13_04_21-B.20,"[829.5584230671811, 1882.2867939317098, 2456.0, 503.99993896484375]",Sphyraena sphyraena,35.88358304
5395,13_04_21-B.24,"[1350, 317, 576, 1922.2217601652783]",Pagellus erythrinus,14.51600172
5396,13_04_21-B.24,"[2411.6866985753204, 1244, 1136.4104374605795, 1714]",Pagellus erythrinus,15.14324909
5397,13_04_21-B.36,"[1340.4599771728488, 191, 796.5400228271512, 1938]",Symphodus tinca H,15.16086719
5398,13_04_21-B.36,"[1858.1712033012664, 643, 1102.25986801723, 1671.565339650891]",Symphodus tinca H,17.73898048
5399,13_04_21-B.36,"[3034, 256.4420531247284, 630.2070698144707, 2184.653794099465]",Symphodus tinca M,16.53355847
5400,13_04_21-B.10,"[701.6983286407514, 975.4819084441234, 235.99999999999966, 941.9999389648425]",Mullus surmulentus,6.729637523
5401,13_04_21-B.10,"[934, 800, 335, 843.3778719419442]",Mullus surmulentus,6.41879155
5402,13_04_21-B.10,"[1157.0042176572815, 748, 481.1914350321365, 823]",Mullus surmulentus,8.555494628
5403,13_04_21-B.10,"[1587, 346, 547.2105522210904, 852.6052761105452]",Mullus surmulentus,8.569730567
5404,13_04_21-B.10,"[2801.067918751225, 811.1622733627894, 634.8908252455103, 1128.6947176359058]",Mullus surmulentus,9.75347653
5405,13_04_21-B.10,"[2574.7712196349084, 822.3546654751797, 607.2287803650916, 1233.6453345248203]",Mullus surmulentus,10.58752751
5406,13_04_21-B.10,"[2426.8926852468567, 905, 296.1073147531433, 1106.2007687062626]",Mullus surmulentus,8.095114377
5407,13_04_21-B.10,"[2037.0170113408572, 747.4645475577659, 543.4953546011411, 1276.6283693727391]",Mullus surmulentus,10.72662685
5408,13_04_21-B.10,"[1785.1454779052315, 1071.3270607838488, 653.8832858297778, 716.2870848923706]",Mullus surmulentus,9.004138162
5409,13_04_21-B.10,"[1770.9913788841063, 1296.8912651409373, 857.3739349469283, 993.0342848911387]",Mullus surmulentus,11.73216601
5410,13_04_21-B.10,"[1660.8400018174145, 1002.9329072959227, 358.14354244618517, 1120.55509167122]",Mullus surmulentus,9.559745788
5411,13_04_21-B.10,"[1565.8776988960774, 1068.049915013411, 200.77744046225553, 917.0645253546261]",Mullus surmulentus,6.601992913
5412,13_04_21-B.10,"[1206.131804984125, 1278, 334.37795301063466, 1161]",Mullus surmulentus,8.784820861
5413,13_04_21-B.10,"[680.3358951284903, 1560.772312325276, 586.414601176872, 871.9231686131286]",Mullus surmulentus,9.761661927
5414,13_04_21-B.10,"[847.1052069043467, 1690.0067825544195, 410.1483265992513, 985.0148063840109]",Mullus surmulentus,8.535118217
5415,13_04_21-B.10,"[1462.8310036081925, 1548.0225470250382, 658.1689963918075, 1264.9774529749618]",Mullus surmulentus,11.82047539
5416,13_04_21-B.10,"[1726.2708265280446, 1904.7907768385455, 873.7185419724754, 829.027056449587]",Mullus surmulentus,12.73495652
5417,13_04_21-B.10,"[2035.7129299648286, 1997.5878468167873, 900.5334332862094, 815.6196107927206]",Mullus surmulentus,12.58325245
5418,13_04_21-B.10,"[2545.279968343242, 1850.4384039057943, 799.9775908597094, 976.5088904813249]",Mullus surmulentus,11.15967838
5419,13_04_21-B.10,"[2643.7070379727265, 1639.7793746455068, 822.3233336211538, 867.0148191440426]",Mullus surmulentus,11.63484253
5420,13_04_21-B.7,"[1384.198018688714, 373.24665508232613, 1664.230576628741, 420.8783114247974]",Mullus surmulentus,21.8499821
5421,13_04_21-B.7,"[1772.2146331035433, 2170, 1640.2106269914516, 429.85937428544685]",Mullus surmulentus,21.04017598
5422,13_04_21-B.7,"[682.8960206312678, 1702.9251051303943, 1528.1039793687323, 580.0748948696057]",Mullus surmulentus,18.15044733
5423,13_04_21-B.7,"[728.9688152709381, 616.3453842214011, 1044.5853321347072, 1231.7966465219288]",Mullus surmulentus,14.70219606
5424,13_04_21-B.7,"[1616, 1021.0705503924648, 1243.6569470314344, 1158.5034151223406]",Mullus surmulentus,16.68877173
5425,13_04_21-B.7,"[2061, 921, 943.6401169246687, 1231.4687321514812]",Mullus surmulentus,15.18184062
5426,13_04_21-B.7,"[2629.6215225094365, 898, 755.6017476549687, 1416.7458566681507]",Mullus surmulentus,13.56067364
5427,13_04_21-B.7,"[3055, 445, 464, 1758]",Mullus surmulentus,14.95945642
5428,13_04_21-B.29,"[516.6174129497579, 655, 489.38258705024214, 1560]",Mullus surmulentus,11.32559401
5429,13_04_21-B.29,"[991, 317.1960580776815, 440, 1458.8039419223185]",Mullus surmulentus,11.05677632
5430,13_04_21-B.29,"[1381.6623694640627, 456, 402.33763053593725, 1326]",Mullus surmulentus,10.33312253
5431,13_04_21-B.29,"[1553, 254.41394822816642, 754, 1564.790168198357]",Mullus surmulentus,13.47559607
5432,13_04_21-B.29,"[2237, 269.64491890975177, 936, 660.4416942057064]",Mullus surmulentus,13.1935227
5433,13_04_21-B.29,"[1836.8408132559846, 909.1715110967266, 445.4663021105623, 1347.970516562897]",Mullus surmulentus,11.25057104
5434,13_04_21-B.29,"[1437, 2244, 1236.935527945543, 385]",Mullus surmulentus,15.22605626
5435,13_04_21-B.29,"[2059.56995340425, 659, 802.9483167056865, 1302.9809148808577]",Mullus surmulentus,14.17920279
5436,13_04_21-B.29,"[2369, 666, 712.4797683925999, 1417]",Mullus surmulentus,14.16885606
5437,13_04_21-B.29,"[2532, 1182.4853634072663, 957.8496631827588, 1252.5146365927337]",Mullus surmulentus,15.43519635
5438,13_04_21-B.29,"[2854, 316.0425126918793, 693.7173468520373, 1455.9574873081206]",Mullus surmulentus,14.52047218
5439,13_04_21-B.13,"[473.3266826914635, 522.0170272660818, 1186.6889893950683, 1227.9999999999986]",Mullus barbatus,14.93733791
5440,13_04_21-B.13,"[1626, 756.1421560157378, 385.22154074984064, 1511.8578439842622]",Mullus barbatus,11.47896666
5441,13_04_21-B.13,"[1940.8028149184365, 843.9234364517702, 472.1971850815635, 1461.0765635482298]",Mullus barbatus,11.35114632
5442,13_04_21-B.13,"[2007.5024154366179, 397.36701818663573, 626.2168059215996, 1553.9132375191905]",Mullus barbatus,14.17521159
5443,13_04_21-B.13,"[2506.526575070757, 886, 619.8668420667482, 1386.0416703980281]",Mullus barbatus,11.42670685
5444,13_04_21-B.13,"[2863.6693366359027, 125.90867797084744, 521.8154809879493, 1760.0913220291525]",Mullus barbatus,15.6093898
5445,13_04_21-B.13,"[383, 1666.4568949719924, 1732.8170605403434, 355.54310502800763]",Mullus barbatus,20.87384727
5446,13_04_21-B.13,"[447.479861322804, 2241.4173863534825, 1752.6249929293967, 597.6626730796015]",Mullus barbatus,21.38312639
5447,13_04_21-B.13,"[2158, 2186.297224383567, 1696.0820279390223, 429.702775616433]",Mullus barbatus,22.67376298
5448,13_04_21-B.17,"[586.1634377850676, 421, 719.3096698313354, 1130.0204445383235]",Mullus barbatus,12.13152791
5449,13_04_21-B.17,"[1157, 479, 199.8651610256336, 915.492459639823]",Mullus barbatus,7.491271555
5450,13_04_21-B.17,"[1521.70530032624, 114.99016990751527, 276.74728279932515, 1204.6646427735325]",Mullus barbatus,9.840919106
5451,13_04_21-B.17,"[1886.7574057945199, 436.6593569533411, 564.0139069082511, 1208.340643046659]",Mullus barbatus,11.18128788
5452,13_04_21-B.17,"[2218.5206286694897, 479, 265.4793713305103, 881]",Mullus barbatus,7.389678577
5453,13_04_21-B.17,"[2429.015284867326, 380.7584597752073, 426.3254053387345, 631.1428166214541]",Mullus barbatus,6.987671929
5454,13_04_21-B.17,"[2989, 440.5868894665533, 382, 1100.5230874612334]",Mullus barbatus,9.724439691
5455,13_04_21-B.17,"[2725.3478496229673, 662.4429470989294, 516.0, 1207.9999389648438]",Mullus barbatus,10.22740017
5456,13_04_21-B.17,"[2447.9056250451217, 717.5045323484303, 472.63876979777706, 1003.9999389648438]",Mullus barbatus,9.962475034
5457,13_04_21-B.17,"[2878, 1355.991998187998, 298.73793492674804, 1188.008001812002]",Mullus barbatus,10.35179032
5458,13_04_21-B.17,"[2699.962432213338, 1410.3356258852486, 227.31112076584986, 817.0022388614261]",Mullus barbatus,6.627956948
5459,13_04_21-B.17,"[2430.142751614415, 1026.4025306886876, 416.7370547373921, 983.3676243494758]",Mullus barbatus,8.883540307
5460,13_04_21-B.17,"[2007.4589403091143, 1196.6496272559573, 735.2795454766381, 1106.989048396743]",Mullus barbatus,12.0927303
5461,13_04_21-B.17,"[2066.671943256649, 1818.555907127097, 539.3174045271426, 775.0287838560773]",Mullus barbatus,9.009290424
5462,13_04_21-B.17,"[1594.591292738597, 1459.6152262324554, 296.4087072614029, 1147.3369219666574]",Mullus barbatus,8.576425
5463,13_04_21-B.17,"[1740.2795300085368, 855.813948213977, 260.46803086995305, 1158.5400956403116]",Mullus barbatus,9.198986607
5464,13_04_21-B.17,"[1491.2579753027153, 947.3871742353439, 244.18877894058096, 1220.9438119023475]",Mullus barbatus,9.501646774
5465,13_04_21-B.17,"[986.845264960004, 1207.160355297671, 439.53980209304564, 1123.2683003261152]",Mullus barbatus,9.345326796
5466,13_04_21-B.17,"[816.6764541547682, 1247, 370.5188004192016, 1144]",Mullus barbatus,9.874839772
5467,13_04_21-B.17,"[679.0396739429276, 1485, 250.6000853266853, 987]",Mullus barbatus,7.397804284
5468,13_04_21-B.18,"[415, 129, 1309.506845329787, 440.2334305743351]",Mullus barbatus,17.12901679
5469,13_04_21-B.18,"[327.9782401292485, 506, 1525.0217598707516, 407]",Mullus barbatus,19.37006501
5470,13_04_21-B.18,"[1367.6201902139205, 335.97379405750314, 832.3798097860795, 546.0262059424969]",Mullus barbatus,9.738327252
5471,13_04_21-B.18,"[323.69236040035634, 837.734475065428, 1113.516890298579, 1134.852673279819]",Mullus barbatus,14.82223791
5472,13_04_21-B.18,"[718.1543029337996, 1336.771296698319, 584.9019434910873, 1168.4489744296134]",Mullus barbatus,10.70909795
5473,13_04_21-B.18,"[545.4787265016608, 2320.3913448725134, 1343.820386063329, 401.8872813814064]",Mullus barbatus,16.30308135
5474,13_04_21-B.18,"[1786.7439608937036, 2315.800522147275, 1161.26333434728, 266.8434895946939]",Mullus barbatus,14.99099702
5475,13_04_21-B.18,"[811.6121964488951, 1752.4642663362538, 1166.2048804508859, 653.931267710454]",Mullus barbatus,15.19280983
5476,13_04_21-B.18,"[1172.3841840695939, 866.8765100081988, 550.7813569437556, 1090.7098792679299]",Mullus barbatus,8.777094539
5477,13_04_21-B.18,"[1526.1741587462018, 582.6132523358027, 642.4009934687076, 876.3007921046923]",Mullus barbatus,6.98090502
5478,13_04_21-B.18,"[2130.6324755136534, 366.87498904025745, 293.02653472869724, 1093.4230879228244]",Mullus barbatus,8.182399732
5479,13_04_21-B.18,"[2415.524288833672, 706.2973604759176, 415.12092419898727, 805.822970503917]",Mullus barbatus,7.173686701
5480,13_04_21-B.18,"[2812, 397.61480866809467, 274, 1200.9123178334341]",Mullus barbatus,9.914755759
5481,13_04_21-B.18,"[1463, 1422, 1150.6245114371818, 330.6272603024629]",Mullus barbatus,15.11168991
5482,13_04_21-B.18,"[1339.7122959799572, 1676.1293001084628, 1081.2136489757945, 324.2283928597151]",Mullus barbatus,14.04860899
5483,13_04_21-B.18,"[2166, 1510, 744.1283970274271, 696]",Mullus barbatus,11.00658361
5484,13_04_21-B.18,"[1559.0667999787631, 1987.7463644150216, 1136.555603829251, 428.26727871113144]",Mullus barbatus,13.86060559
5485,13_04_21-B.18,"[2712.7322502162556, 1148.1071339486782, 602.3323213867666, 1302.3400715492078]",Mullus barbatus,13.02168695
5486,13_04_21-B.18,"[2945.611619564534, 1384.2431064615532, 363.569959755976, 1201.9513513180798]",Mullus barbatus,10.18472098
5487,13_04_21-B.14,"[856, 324.31816873857, 803.3846989235969, 1478.68183126143]",Mullus barbatus,14.78667488
5488,13_04_21-B.14,"[634.8834114195452, 960.7928793572842, 1092.0, 1312.0]",Mullus barbatus,15.80467093
5489,13_04_21-B.14,"[1052.4423921556822, 1014.8955925988089, 812.6008470024194, 1546.0467394948214]",Mullus barbatus,14.87505114
5490,13_04_21-B.14,"[1720.5270132659298, 317, 520.684934541945, 1486.2194912627074]",Mullus barbatus,12.28068464
5491,13_04_21-B.14,"[2082.969029932007, 216, 509.03097006799317, 1452.471383029441]",Mullus barbatus,12.39698415
5492,13_04_21-B.14,"[1756, 1610.3837424596002, 1363.0620163049912, 991.0216350791145]",Mullus barbatus,19.11791907
5493,13_04_21-B.14,"[1938.7399041110061, 746, 959.9510328983338, 1232.4409800810115]",Mullus barbatus,13.97942999
5494,13_04_21-B.14,"[2994.624811090065, 59, 401.42171818378756, 1515]",Mullus barbatus,12.96081302
5495,13_04_21-B.14,"[2928.5048454830194, 965, 506.8960750985266, 1499.8397298485515]",Mullus barbatus,12.9521604
5496,13_04_21-B.11,"[527.4453219799593, 237.62734484128163, 1336.0, 286.00000000000006]",Mullus surmulentus,15.48629224
5497,13_04_21-B.11,"[458, 501, 380, 1319.9046605141575]",Mullus surmulentus,9.194971753
5498,13_04_21-B.11,"[712, 207.11777731330176, 819.0127449340757, 1151.8822226866982]",Mullus surmulentus,11.10264315
5499,13_04_21-B.11,"[1048, 284.2747188489997, 916, 924.7252811510002]",Mullus surmulentus,12.43787547
5500,13_04_21-B.11,"[1205, 265, 1202.2769156004902, 973.0124463702382]",Mullus surmulentus,15.31305589
5501,13_04_21-B.11,"[2094, 263, 1052.7157676077013, 609.3497487847837]",Mullus surmulentus,13.31824046
5502,13_04_21-B.11,"[1812.7065352988059, 545.2808053861528, 1107.2934647011941, 594.7191946138472]",Mullus surmulentus,14.42340006
5503,13_04_21-B.11,"[2191, 737, 830, 561.8940081038334]",Mullus surmulentus,10.53101467
5504,13_04_21-B.11,"[2406.431535257538, 867.8608252430486, 960.0109292498896, 620.511400977322]",Mullus surmulentus,12.21539709
5505,13_04_21-B.11,"[2628, 1078, 718.5057417290036, 860]",Mullus surmulentus,10.50887491
5506,13_04_21-B.11,"[3108.5158108831965, 1137, 331.48418911680346, 1305.9885124598732]",Mullus surmulentus,9.499970378
5507,13_04_21-B.11,"[2831.1864618951645, 1743.359785033478, 327.8135381048355, 926.6402149665221]",Mullus surmulentus,7.31961949
5508,13_04_21-B.11,"[1938.1521335929974, 1684.5082800675784, 929.0106674778226, 859.82897175934]",Mullus surmulentus,12.77717377
5509,13_04_21-B.11,"[1824.1060365736346, 1581.0426355243158, 637.604033900406, 1071.7174186836605]",Mullus surmulentus,9.664369848
5510,13_04_21-B.11,"[1292.1648738835786, 1993.0212189910717, 1100.3175990694774, 729.7015910310633]",Mullus surmulentus,13.68833407
5511,13_04_21-B.11,"[1846.947581753683, 1138, 995.0524182463171, 1110.794284247167]",Mullus surmulentus,14.0281761
5512,13_04_21-B.11,"[1547.5040289863523, 710.2575440778563, 336.43787320702245, 965.9022811427423]",Mullus surmulentus,6.934585008
5513,13_04_21-B.11,"[1178.1349601744341, 1070.5388501394937, 810.3105784594213, 1116.4611498605063]",Mullus surmulentus,12.05532057
5514,13_04_21-B.11,"[1132.0078001953395, 1186.8979733144752, 601.4280648632232, 1222.1020266855248]",Mullus surmulentus,11.01773946
5515,13_04_21-B.11,"[927, 1156, 249, 1040]",Mullus surmulentus,7.120327325
5516,13_04_21-B.11,"[536, 1327.3048407171364, 377.35503916368043, 1223.6951592828636]",Mullus surmulentus,9.071889153
5517,13_04_21-B.38,"[669, 129.03477223339848, 460, 1107.9652277666014]",Symphodus tinca H,9.99360258
5518,13_04_21-B.38,"[573.9538070164753, 862, 642.0461929835247, 1005]",Symphodus tinca H,10.97938703
5519,13_04_21-B.38,"[661.0227883587545, 1627.28174308235, 924.9772116412455, 800.71825691765]",Symphodus tinca H,12.79962781
5520,13_04_21-B.38,"[2663.913773701802, 2246, 947.0862262981982, 357.3447366678579]",Symphodus tinca H,12.27884822
5521,13_04_21-B.38,"[1725, 2206.9458540983783, 1034.597036594681, 312.0541459016217]",Symphodus tinca H,13.44096362
5522,13_04_21-B.38,"[1219, 1854.3451100459997, 1075.6156465229424, 623.805419204748]",Symphodus tinca H,14.27742418
5523,13_04_21-B.38,"[1959, 837, 314, 1161.858053202492]",Symphodus tinca H,8.356120377
5524,13_04_21-B.38,"[2343.8642819905513, 318, 978.1357180094487, 902]",Symphodus tinca H,14.9446476
5525,13_04_21-B.38,"[1435.325181027907, 1045.1042761982023, 658.0, 1086.9097595233186]",Symphodus tinca H,10.8819794
5526,13_04_21-B.38,"[1244.1641579069164, 898.5236338951975, 776.0, 1121.9999389648438]",Symphodus tinca M,11.61350837
5527,13_04_21-B.38,"[1294, 299.4942532772478, 698.0634199440781, 1404.9661647954358]",Symphodus tinca H,13.16704708
5528,13_04_21-B.25,"[432.2479583225175, 103.33263432778767, 545.2361233792421, 2002.1785514254138]",Pagellus erythrinus,14.72744167
5529,13_04_21-B.25,"[476.3933443071537, 388.375750714406, 992.0000000000057, 1787.3587340451527]",Pagellus erythrinus,16.28177377
